concept_sportsteam_arizona_diamond_backs	Arizona Diamond Backs
concept_stateorprovince_new_mexico	New Mexico
concept_sportsteamposition_defender	Defender
concept_personafrica_drive	Drive
concept_sportsgame_series	Series
concept_musicgenre_british_metal	British Metal
concept_invertebrate_cattle	Cattle
concept_vertebrate_ruminants	Ruminants
concept_musicsong_norman	Norman
concept_musicsong_oklahoma	Oklahoma
concept_athlete_dimitar_berbatov	Dimitar Berbatov
concept_stadiumoreventvenue_old_trafford	Old Trafford
concept_profession_staff	Staff
concept_profession_chefs	Chefs
concept_male_alex_archer	Alex Archer
concept_attraction_forbidden_city	Forbidden City
concept_city_manteca	Manteca
concept_scientificterm_multiple_integrals	Multiple Integrals
concept_scientificterm_multivariate_cdf	Multivariate Cdf
concept_arthropod_trilobites	Trilobites
concept_personeurope_daniel_miller	Daniel Miller
concept_recordlabel_mute	Mute
concept_university_delaware_state	Delaware State
concept_person_al_lavan	Al Lavan
concept_academicfield_geography	Geography
concept_governmentorganization_compliance	Compliance
concept_coach_new	New
concept_mldataset_site	Site
concept_book_terms	Terms
concept_televisionstation_ktvl_tv	Ktvl TV
concept_politicianus_lyndon_johnson	Lyndon Johnson
concept_politicaloffice_president	President
concept_writer_john_steinbeck	John Steinbeck
concept_book_tortilla_flat	Tortilla Flat
concept_furniture_sofa	Sofa
concept_room_main_living_area	Main Living Area
concept_personaustralia_ken_follett	Ken Follett
concept_book_jackdaws	Jackdaws
concept_disease_aspergers	Aspergers
concept_politicianus_james_sensenbrenner	James Sensenbrenner
concept_governmentorganization_house	House
concept_televisionstation_khas_tv	Khas TV
concept_stateorprovince_management_team	Management Team
concept_profession_participants	Participants
concept_sportsteam_central_oklahoma_bronchos	Central Oklahoma Bronchos
concept_company_fcc	FCC
concept_sport_motorsport	Motorsport
concept_country_new_zealand	New Zealand
concept_athlete_shane_victorino	Shane Victorino
concept_profession_social_workers	Social Workers
concept_profession_providers	Providers
concept_bacteria_bacterial	Bacterial
concept_disease_infections	Infections
concept_city_yukon	Yukon
concept_river_yukon	Yukon
concept_model_alanis_morissette	Alanis Morissette
concept_city_ottawa	Ottawa
concept_website_kron	Kron
concept_city_san_francisco	San Francisco
concept_profession_coaches	Coaches
concept_tool_tools	Tools
concept_geopoliticallocation_road	Road
concept_politicianus_harry_s_truman	Harry S Truman
concept_clothing_pants	Pants
concept_clothing_tank_top	Tank Top
concept_jobposition_family_physician	Family Physician
concept_biotechcompany_server	Server
concept_beverage_win	Win
concept_book_shakespeare	Shakespeare
concept_writer_shakespeare	Shakespeare
concept_clothing_blue_overalls	Blue Overalls
concept_bank_iowa_state	Iowa State
concept_governmentorganization_homeland_security	Homeland Security
concept_musician_mick_ronson	Mick Ronson
concept_musicartist_david_bowie	David Bowie
concept_county_washington_university	Washington University
concept_sportsleague_international	International
concept_room_living_space	Living Space
concept_dateliteral_n1953	N1953
concept_city_buena_park	Buena Park
concept_chemical_hydrogen_sulfide	Hydrogen Sulfide
concept_chemical_compounds	Compounds
concept_ceo_lakshmi_mittal	Lakshmi Mittal
concept_company_arcelor_mittal	Arcelor Mittal
concept_city_peace_river	Peace River
concept_river_columbia	Columbia
concept_university_west_virginia_university_school	West Virginia University School
39.6536900000000,-79.9574500000000	39.6536900000000,-79.9574500000000
concept_mammal_rhinos	Rhinos
concept_jobposition_premises	Premises
concept_awardtrophytournament_awards	Awards
concept_website_experience	Experience
concept_arthropod_natural_enemies	Natural Enemies
concept_company_lacie	Lacie
38.5273150000000,-85.1295850000000	38.5273150000000,-85.1295850000000
concept_hobby_hobbies	Hobbies
concept_sport_sailing	Sailing
concept_athlete_oakland_athletics	Oakland Athletics
concept_city_sedro_woolley	Sedro Woolley
concept_river_skagit	Skagit
concept_book_a_gate_at_the_stairs	A Gate At The Stairs
concept_writer_lorrie_moore	Lorrie Moore
concept_personmexico_kevin_harvick	Kevin Harvick
concept_buildingfeature_doors	Doors
concept_city_whbq	Whbq
concept_mountain_fox	Fox
concept_academicfield_training	Training
concept_university_seminary	Seminary
concept_athlete_s__kuznetsova	S Kuznetsova
concept_athlete_maria_sharapova	Maria Sharapova
concept_city_army	Army
concept_year_n1967	N1967
concept_bird_condor	Condor
concept_city_nnberg	Nnberg
concept_reptile_pets	Pets
concept_disease_cancer	Cancer
concept_male_malcolm_walker	Malcolm Walker
concept_island_iceland	Iceland
concept_bank_davenport	Davenport
concept_blog_iowa	Iowa
concept_city_apple_valley	Apple Valley
concept_clothing_black_pants	Black Pants
concept_clothing_black_shirt	Black Shirt
concept_sportsteam_oakland_athletics	Oakland Athletics
concept_person_pj_hill	Pj Hill
concept_athlete_j_p__ricciardi	J P Ricciardi
concept_coach_derrek_lee	Derrek Lee
concept_sportsteam_chicago_cubs	Chicago Cubs
concept_skiarea_lans_en_vercors	Lans En Vercors
45.1222350000000,5.5861150000000	45.1222350000000,5.5861150000000
concept_drug_dhea	Dhea
concept_celebrity_human_body	Human Body
concept_televisionstation_wmfd_tv	Wmfd TV
concept_athlete_ind	Ind
concept_website_feature	Feature
concept_country_fiji	Fiji
concept_country_countries	Countries
concept_visualizablething_use	Use
concept_musician_john	John
concept_musicinstrument_second_guitar	Second Guitar
concept_politician_clinton	Clinton
concept_politicianus_barrack_obama	Barrack Obama
concept_radiostation_kusi	Kusi
concept_city_san_diego	San Diego
concept_county_las_vegas	Las Vegas
concept_politician_carolyn_goodman	Carolyn Goodman
concept_city_home	Home
concept_clothing_hat	Hat
concept_clothing_blouse	Blouse
concept_company_adobe	Adobe
concept_vehicle_view	View
concept_agriculturalproduct_crops	Crops
concept_vegetable_onions	Onions
concept_sportsteam_hawks	Hawks
concept_sportsteam_milwaukee_bucks	Milwaukee Bucks
concept_city_members	Members
concept_automobilemaker_acura	Acura
concept_dateliteral_n1990	N1990
concept_televisionstation_kdin	Kdin
concept_chemical_acids	Acids
concept_televisionstation_ak	AK
concept_politicianus_john_bogle	John Bogle
concept_bank_vanguard	Vanguard
concept_awardtrophytournament_ukraine	Ukraine
concept_athlete_patrick_marleau	Patrick Marleau
concept_stadiumoreventvenue_hp_pavilion	Hp Pavilion
concept_city_chevy_chase	Chevy Chase
concept_politicianus_gore	Gore
concept_journalist_miami_herald	Miami Herald
concept_newspaper_times	Times
concept_athlete_ivan_lendl	Ivan Lendl
concept_personaustralia_john_mcenroe	John Mcenroe
concept_academicfield_middle_east	Middle East
concept_politicianus_mr_obama	Mr Obama
concept_wallitem_beginning	Beginning
concept_drug_xopenex	Xopenex
concept_writer_heinrich_von_kleist	Heinrich Von Kleist
concept_book_michael_kohlhaas	Michael Kohlhaas
concept_book_morning	Morning
concept_eventoutcome_new	New
concept_lake_budd_lake	Budd Lake
concept_musician_johnny_smith	Johnny Smith
concept_stadiumoreventvenue_beijing_national_aquatics_center	Beijing National Aquatics Center
39.9916200000000,116.3838600000000	39.9916200000000,116.3838600000000
concept_academicfield_college_student_personnel	College Student Personnel
concept_aquarium_learn_marine_aquarium	Learn Marine Aquarium
concept_attraction_temple_of_the_reclining_buddha	Temple Of The Reclining Buddha
concept_mlarea_major_challenge	Major Challenge
concept_officebuildingroom_large_master	Large Master
concept_clothing_trousers	Trousers
concept_clothing_polo_shirt	Polo Shirt
concept_beach_parkersburg_wv	Parkersburg Wv
39.3150000000000,-81.5530000000000	39.3150000000000,-81.5530000000000
concept_city_roseburg	Roseburg
concept_river_umpqua	Umpqua
concept_visualartist_american_cities	American Cities
concept_newspaper_orlando_sentinel	Orlando Sentinel
concept_nut_gaboon	Gaboon
-1.0000000000000,11.7500000000000	-1.0000000000000,11.7500000000000
concept_musicsong_end	End
concept_year_n1991	N1991
concept_weapon_electric_guns	Electric Guns
concept_televisionstation_waga	Waga
concept_weapon_toy_sword	Toy Sword
concept_athlete_carmelo_anthony	Carmelo Anthony
concept_musicsong_prices	Prices
concept_beverage_mango_juice	Mango Juice
concept_mammal_laboratory_animals	Laboratory Animals
concept_mammal_mice	Mice
concept_city_kansas	Kansas
concept_animal_invertebrates	Invertebrates
concept_invertebrate_worms	Worms
concept_insect_insects	Insects
concept_insect_caterpillars	Caterpillars
concept_sportsteam_carson_newman	Carson Newman
36.1214800000000,-83.4899000000000	36.1214800000000,-83.4899000000000
concept_radiostation_kusc	Kusc
concept_retailstore_cingular_wireless	Cingular Wireless
concept_tableitem_t_mobile_usa	T Mobile USA
concept_awardtrophytournament_n2004_stanley_cup	N2004 Stanley Cup
concept_clothing_jeans	Jeans
concept_aquarium_la_barben_zoo	La Barben Zoo
concept_musician_ludwig_van_beethoven	Ludwig Van Beethoven
concept_musicinstrument_piano	Piano
concept_politicalparty_parliamentary_elections	Parliamentary Elections
concept_mollusk_vermin	Vermin
concept_personafrica_joe_tucci	Joe Tucci
concept_company_emc001	Emc001
concept_televisionstation_wfna_tv	Wfna TV
concept_televisionnetwork_cw	CW
concept_city_children	Children
concept_musicartist_ten	Ten
concept_drug_generic_viagra	Generic Viagra
concept_disease_erectile_dysfunction	Erectile Dysfunction
concept_stadiumoreventvenue_pacific_bell_park	Pacific Bell Park
concept_county_san_francisco	San Francisco
concept_male_history	History
concept_automobilemaker_chrysler	Chrysler
concept_vehicle_pt_cruiser	Pt Cruiser
concept_actor_matt_damon	Matt Damon
concept_movie_bourne_ultimatum	Bourne Ultimatum
concept_insect_midges	Midges
concept_biotechcompany_section	Section
concept_architect_criticism	Criticism
concept_company_price_waterhouse	Price Waterhouse
concept_economicsector_auditing	Auditing
concept_profession_administrators	Administrators
concept_year_n1997	N1997
concept_city_garner	Garner
concept_academicfield_divinity	Divinity
concept_university_harvard	Harvard
concept_televisionstation_wciv_tv	Wciv TV
concept_city_charleston	Charleston
concept_geopoliticalorganization_e_mail	E Mail
concept_scientificterm_more_information_contact	More Information Contact
concept_sportsteam_ole_miss	Ole Miss
concept_sportsteam_florida_gators	Florida Gators
concept_sportsteam_steelers	Steelers
concept_coach_ken_whisenhunt	Ken Whisenhunt
concept_city_decatur	Decatur
concept_sportsteam_falcons	Falcons
concept_athlete_matt_ryan	Matt Ryan
concept_sportsteam_nuggets	Nuggets
concept_sportsteam_pistons	Pistons
concept_hobby_canoeing	Canoeing
concept_retailstore_mgm_mirage	Mgm Mirage
concept_ceo_b_m	B M
concept_city_rocky_mount	Rocky Mount
concept_company_north_carolina	North Carolina
concept_drug_vioxx	Vioxx
concept_disease_osteoarthritis	Osteoarthritis
concept_person_courtney	Courtney
concept_geopoliticallocation_grand_junction	Grand Junction
concept_city_st___petersburg	St Petersburg
concept_artery_right_ventricle	Right Ventricle
concept_artery_pulmonary_valve	Pulmonary Valve
concept_blog_myspace	Myspace
concept_company_flickr001	Flickr001
concept_jobposition_councillors	Councillors
38.8431700000000,-76.5380100000000	38.8431700000000,-76.5380100000000
concept_governmentorganization_ita_doc	Ita Doc
concept_governmentorganization_international_trade_administration	International Trade Administration
concept_furniture_showers	Showers
concept_visualizablething_bathroom	Bathroom
concept_plant_daisies	Daisies
concept_vegetable_grass	Grass
concept_profession_issues	Issues
concept_book_leadership	Leadership
concept_actor_david_hernandez	David Hernandez
concept_crimeorcharge_murder	Murder
concept_mammal_kids	Kids
concept_mammal_dogs	Dogs
concept_musicalbum_line	Line
concept_coach_tyler_kennedy	Tyler Kennedy
concept_sportsteam_pittsburgh_penguins	Pittsburgh Penguins
concept_color_rice	Rice
concept_color_yellow	Yellow
concept_tradeunion_fund	Fund
concept_governmentorganization_government	Government
concept_bird_vultures	Vultures
concept_transportation_red_line	Red Line
concept_city_union_station	Union Station
concept_protein_protease	Protease
concept_planet_murder	Murder
concept_year_n1994	N1994
concept_sportsteam_purdue_university	Purdue University
concept_city_west_lafayette	West Lafayette
concept_website_bill	Bill
concept_sportsteam_clemson_tigers	Clemson Tigers
concept_weapon_guns	Guns
concept_island_total	Total
concept_stadiumoreventvenue_bobby_dodd_stadium	Bobby Dodd Stadium
concept_bakedgood_pumpkin_pie	Pumpkin Pie
concept_politicalparty_college	College
concept_professor_david_brin	David Brin
concept_emotion_otherness	Otherness
concept_personmexico_miguel_batista	Miguel Batista
concept_actor_oliver_stone	Oliver Stone
concept_movie_platoon	Platoon
concept_agriculturalproduct_olive_oil	Olive Oil
concept_city_main_page	Main Page
concept_buildingfeature_window	Window
concept_language_portuguese_language	Portuguese Language
concept_country_brazil	Brazil
concept_athlete_wade_leblanc	Wade Leblanc
concept_stateorprovince_indiana	Indiana
concept_person_knight	Knight
concept_televisionstation_mason_city	Mason City
concept_governmentorganization_iowa	Iowa
concept_personafrica_john_gunther	John Gunther
concept_book_death_be_not_proud	Death Be Not Proud
concept_city_fez	Fez
concept_bodypart_gland	Gland
concept_athlete_ramon_sessions	Ramon Sessions
concept_sportsteam_bucks	Bucks
concept_animal_field_mice	Field Mice
concept_geopoliticalorganization_schedule	Schedule
concept_emotion_thoughts	Thoughts
concept_physicalaction_opened	Opened
concept_politicsissue_officers	Officers
concept_professor_david_farland	David Farland
concept_book_brotherhood_of_the_wolf	Brotherhood Of The Wolf
concept_eventoutcome_acclaim	Acclaim
concept_mountain_mount_ratz	Mount Ratz
57.3996300000000,-132.3039700000000	57.3996300000000,-132.3039700000000
concept_city_bangladesh	Bangladesh
concept_river_ganges	Ganges
concept_agriculturalproduct_water	Water
concept_automobilemaker_photo	Photo
concept_city_branchville	Branchville
concept_person_charlie_king	Charlie King
concept_company_national_action_network	National Action Network
